Numero;Sexo;Level;HP;Ataque;Defesa;AtaqueEspecial;DefesaEspecial;Rapidez
704;F;50;152;112;95;117;139;101
704;F;100;294;218;185;229;273;196
705;M;1;68;75;53;83;113;60
705;M;50;175;139;115;148;181;123
705;M;100;340;273;225;291;357;240
705;F;1;68;75;53;83;113;60
705;F;50;175;139;115;148;181;123
705;F;100;340;273;225;291;357;240
706;M;1;90;100;70;110;150;80
706;M;50;197;167;134;178;222;145
706;M;100;384;328;262;350;438;284
706;F;1;90;100;70;110;150;80
706;F;50;197;167;134;178;222;145
706;F;100;384;328;262;350;438;284
707;M;1;57;80;91;80;87;75
707;M;50;164;145;157;145;152;139
707;M;100;318;284;309;284;300;273
707;F;1;57;80;91;80;87;75
707;F;50;164;145;157;145;152;139
707;F;100;318;284;309;284;300;273
708;M;1;43;70;48;50;60;38
708;M;50;150;134;110;112;123;99
708;M;100;290;262;214;218;240;192
708;F;1;43;70;48;50;60;38
708;F;50;150;134;110;112;123;99
708;F;100;290;262;214;218;240;192
709;M;1;85;110;76;65;82;56
709;M;50;192;178;140;128;147;118
709;M;100;374;350;276;251;289;232
709;F;1;85;110;76;65;82;56
709;F;50;192;178;140;128;147;118
709;F;100;374;350;276;251;289;232
710;M;1;49;66;70;44;55;51
710;M;50;156;129;134;105;117;113
710;M;100;302;254;262;205;229;221
710;F;1;49;66;70;44;55;51
710;F;50;156;129;134;105;117;113
710;F;100;302;254;262;205;229;221
711;M;1;65;90;122;58;75;84
711;M;50;172;156;191;121;139;149
711;M;100;334;306;377;236;273;293
711;F;1;65;90;122;58;75;84
711;F;50;172;156;191;121;139;149
711;F;100;334;306;377;236;273;293
712;M;1;55;69;85;32;35;28
712;M;50;162;133;150;92;95;88
712;M;100;314;260;295;179;185;170
712;F;1;55;69;85;32;35;28
712;F;50;162;133;150;92;95;88
712;F;100;314;260;295;179;185;170
713;M;1;95;117;184;44;46;28
713;M;50;202;185;259;105;107;88
713;M;100;394;366;513;205;210;170
713;F;1;95;117;184;44;46;28
713;F;50;202;185;259;105;107;88
713;F;100;394;366;513;205;210;170
714;M;1;40;30;35;45;40;55
714;M;50;147;90;95;106;101;117
714;M;100;284;174;185;207;196;229
714;F;1;40;30;35;45;40;55
714;F;50;147;90;95;106;101;117
714;F;100;284;174;185;207;196;229
715;M;1;85;70;80;97;80;123
715;M;50;192;134;145;163;145;192
715;M;100;374;262;284;322;284;379
715;F;1;85;70;80;97;80;123
715;F;50;192;134;145;163;145;192
715;F;100;374;262;284;322;284;379
716;M;1;126;131;95;131;98;99
716;M;50;233;201;161;201;165;166
716;M;100;456;397;317;397;324;326
716;F;1;126;131;95;131;98;99
716;F;50;233;201;161;201;165;166
716;F;100;456;397;317;397;324;326
717;I;1;126;131;95;131;98;99
717;I;50;233;201;161;201;165;166
717;I;100;456;397;317;397;324;326
718;I;1;206;100;121;91;95;115
718;I;50;323;167;190;157;161;183
718;I;100;636;328;375;309;317;361
719;M;1;50;100;150;100;150;50
719;M;50;157;167;222;167;222;112
719;M;100;304;328;438;328;438;218
719;F;1;50;100;150;100;150;50
719;F;50;157;167;222;167;222;112
719;F;100;304;328;438;328;438;218
720;I;1;80;110;60;150;130;70
720;I;50;187;178;123;222;200;134
720;I;100;364;350;240;438;394;262
721;I;1;80;110;120;130;90;70
721;I;50;187;178;189;200;156;134
721;I;100;364;350;372;394;306;262
722;M;1;68;55;55;50;50;42
722;M;50;175;117;117;112;112;103
722;M;100;340;229;229;218;218;201
722;F;1;68;55;55;50;50;42
722;F;50;175;117;117;112;112;103
722;F;100;340;229;229;218;218;201
723;M;1;78;75;75;70;70;52
723;M;50;185;139;139;134;134;114
723;M;100;360;273;273;262;262;223
723;F;1;78;75;75;70;70;52
723;F;50;185;139;139;134;134;114
723;F;100;360;273;273;262;262;223
724;M;1;78;107;75;100;100;70
724;M;50;185;174;139;167;167;134
724;M;100;360;344;273;328;328;262
724;F;1;78;107;75;100;100;70
724;F;50;185;174;139;167;167;134
724;F;100;360;344;273;328;328;262
725;M;1;45;65;40;60;40;70
725;M;50;152;128;101;123;101;134
725;M;100;294;251;196;240;196;262
725;F;1;45;65;40;60;40;70
725;F;50;152;128;101;123;101;134
725;F;100;294;251;196;240;196;262
726;M;1;65;85;50;80;50;90
726;M;50;172;150;112;145;112;156
726;M;100;334;295;218;284;218;306
726;F;1;65;85;50;80;50;90
726;F;50;172;150;112;145;112;156
726;F;100;334;295;218;284;218;306
727;M;1;95;115;90;80;90;60
727;M;50;202;183;156;145;156;123
727;M;100;394;361;306;284;306;240
727;F;1;95;115;90;80;90;60
727;F;50;202;183;156;145;156;123
727;F;100;394;361;306;284;306;240
728;M;1;50;54;54;66;56;40
728;M;50;157;116;116;129;118;101
728;M;100;304;227;227;254;232;196
728;F;1;50;54;54;66;56;40
728;F;50;157;116;116;129;118;101
728;F;100;304;227;227;254;232;196
729;M;1;60;69;69;91;81;50
729;M;50;167;133;133;157;146;112
729;M;100;324;260;260;309;287;218
729;F;1;60;69;69;91;81;50
729;F;50;167;133;133;157;146;112
729;F;100;324;260;260;309;287;218
730;M;1;80;74;74;126;116;60
730;M;50;187;138;138;195;184;123
730;M;100;364;271;271;386;364;240
730;F;1;80;74;74;126;116;60
730;F;50;187;138;138;195;184;123
730;F;100;364;271;271;386;364;240
731;M;1;35;75;30;30;30;65
731;M;50;142;139;90;90;90;128
731;M;100;274;273;174;174;174;251
731;F;1;35;75;30;30;30;65
731;F;50;142;139;90;90;90;128
731;F;100;274;273;174;174;174;251
732;M;1;55;85;50;40;50;75
732;M;50;162;150;112;101;112;139
732;M;100;314;295;218;196;218;273
732;F;1;55;85;50;40;50;75
732;F;50;162;150;112;101;112;139
732;F;100;314;295;218;196;218;273
733;M;1;80;120;75;75;75;60
733;M;50;187;189;139;139;139;123
733;M;100;364;372;273;273;273;240
733;F;1;80;120;75;75;75;60
733;F;50;187;189;139;139;139;123
733;F;100;364;372;273;273;273;240
734;M;1;48;70;30;30;30;45
734;M;50;155;134;90;90;90;106
734;M;100;300;262;174;174;174;207
734;F;1;48;70;30;30;30;45
734;F;50;155;134;90;90;90;106
734;F;100;300;262;174;174;174;207
735;M;1;88;110;60;55;60;45
735;M;50;195;178;123;117;123;106
735;M;100;380;350;240;229;240;207
735;F;1;88;110;60;55;60;45
735;F;50;195;178;123;117;123;106
735;F;100;380;350;240;229;240;207
736;M;1;47;62;45;55;45;46
736;M;50;154;125;106;117;106;107
736;M;100;298;245;207;229;207;210
736;F;1;47;62;45;55;45;46
736;F;50;154;125;106;117;106;107
736;F;100;298;245;207;229;207;210
737;M;1;57;82;95;55;75;36
737;M;50;164;147;161;117;139;96
737;M;100;318;289;317;229;273;188
737;F;1;57;82;95;55;75;36
737;F;50;164;147;161;117;139;96
737;F;100;318;289;317;229;273;188
738;M;1;77;70;90;145;75;43
738;M;50;184;134;156;216;139;104
738;M;100;358;262;306;427;273;203
738;F;1;77;70;90;145;75;43
738;F;50;184;134;156;216;139;104
738;F;100;358;262;306;427;273;203
739;M;1;47;82;57;42;47;63
739;M;50;154;147;119;103;108;126
739;M;100;198;289;234;201;212;247
739;F;1;47;82;57;42;47;63
739;F;50;154;147;119;103;108;126
739;F;100;198;289;234;201;212;247
740;M;1;97;132;77;62;67;43
740;M;50;204;202;141;125;130;104
740;M;100;398;399;278;245;258;203
740;F;1;97;132;77;62;67;43
740;F;50;204;202;141;125;130;104
740;F;100;398;399;278;245;258;203
741;M;1;75;70;70;98;70;93
741;M;50;182;134;134;165;134;159
741;M;100;354;262;262;324;262;313
741;F;1;75;70;70;98;70;93
741;F;50;182;134;134;165;134;159
741;F;100;354;262;262;324;262;313
742;M;1;40;45;40;55;40;84
742;M;50;147;106;101;117;101;149
742;M;100;284;207;196;229;196;293
742;F;1;40;45;40;55;40;84
742;F;50;147;106;101;117;101;149
742;F;100;284;207;196;229;196;293
743;M;1;60;55;60;95;70;124
743;M;50;167;117;123;161;134;193
743;M;100;324;229;240;317;262;381
743;F;1;60;55;60;95;70;124
743;F;50;167;117;123;161;134;193
743;F;100;324;229;240;317;262;381
744;M;1;45;65;40;30;40;60
744;M;50;152;128;101;90;101;123
744;M;100;294;251;196;174;196;240
744;F;1;45;65;40;30;40;60
744;F;50;152;128;101;90;101;123
744;F;100;294;251;196;174;196;240
745;M;1;75;115;65;55;65;112
745;M;50;182;183;128;117;128;180
745;M;100;354;361;251;229;251;355
745;F;1;75;115;65;55;65;112
745;F;50;182;183;128;117;128;180
745;F;100;354;361;251;229;251;355
746;M;1;45;20;20;25;25;40
746;M;50;152;79;79;84;84;101
746;M;100;294;152;152;163;163;196
746;F;1;45;20;20;25;25;40
746;F;50;152;79;79;84;84;101
746;F;100;294;152;152;163;163;196
747;M;1;50;53;62;43;52;45
747;M;50;157;115;125;104;114;106
747;M;100;304;225;245;203;223;207
747;F;1;50;53;62;43;52;45
747;F;50;157;115;125;104;114;106
747;F;100;304;225;245;203;223;207
748;M;1;50;63;152;53;142;35
748;M;50;157;126;224;115;213;95
748;M;100;304;247;443;225;421;185
748;F;1;50;63;152;53;142;35
748;F;50;157;126;224;115;213;95
748;F;100;304;247;443;225;421;185
749;M;1;70;100;70;45;55;45
749;M;50;177;167;134;106;117;106
749;M;100;344;328;262;207;229;207
749;F;1;70;100;70;45;55;45
749;F;50;177;167;134;106;117;106
749;F;100;344;328;262;207;229;207
750;M;1;100;125;100;55;85;35
750;M;50;207;194;167;117;150;95
750;M;100;404;383;328;229;295;185
750;F;1;100;125;100;55;85;35
750;F;50;207;194;167;117;150;95
750;F;100;404;383;328;229;295;185
751;M;1;38;40;52;40;72;27
751;M;50;145;101;114;101;136;86
751;M;100;280;196;223;196;267;168
751;F;1;38;40;52;40;72;27
751;F;50;145;101;114;101;136;86
751;F;100;280;196;223;196;267;168
752;M;1;68;70;92;50;132;42
752;M;50;175;134;158;112;202;103
752;M;100;340;262;311;218;399;201
752;F;1;68;70;92;50;132;42
752;F;50;175;134;158;112;202;103
752;F;100;340;262;311;218;399;201
753;M;1;40;55;35;50;35;35
753;M;50;147;117;95;112;95;95
753;M;100;284;229;185;218;185;185
753;F;1;70;105;90;80;90;45
753;F;50;147;117;95;112;95;95
753;F;100;284;229;185;218;185;185
754;M;1;70;105;90;80;90;45
754;M;50;177;172;156;145;156;106
754;M;100;344;339;306;284;306;207
754;F;1;40;35;55;65;75;15
754;F;50;177;172;156;145;156;106
754;F;100;344;339;306;284;306;207
755;M;1;40;35;55;65;75;15
755;M;50;147;95;117;128;139;73
755;M;100;284;185;229;251;273;141
755;F;1;60;45;80;90;100;30
755;F;50;147;95;117;128;139;73
755;F;100;284;185;229;251;273;141
756;M;1;60;45;80;90;100;30
756;M;50;167;106;145;156;167;90
756;M;100;324;207;184;306;328;174
756;F;1;48;44;40;71;40;77
756;F;50;167;106;145;156;167;90
756;F;100;324;207;184;306;328;174
757;M;1;48;44;40;71;40;77
757;M;50;155;105;101;135;101;141
757;M;100;300;205;196;265;196;278
757;F;1;68;64;60;111;60;117
757;F;50;155;105;101;135;101;141
757;F;100;300;205;196;265;196;278
758;F;1;70;75;50;45;50;50
758;F;50;175;127;123;179;123;185
758;F;100;340;249;240;353;240;366
759;M;1;70;75;50;45;50;50
759;M;50;177;139;112;106;112;112
759;M;100;344;273;218;207;218;218
759;F;1;70;75;50;45;50;50
759;F;50;177;139;112;106;112;112
759;F;100;344;273;218;207;218;218
760;M;1;120;125;80;55;60;60
760;M;50;227;194;145;117;123;123
760;M;100;444;383;284;229;240;240
760;F;1;120;125;80;55;60;60
760;F;50;227;194;145;117;123;123
760;F;100;444;383;284;229;240;240
761;F;1;42;30;38;30;38;32
761;F;50;149;90;99;90;99;92
761;F;100;288;174;192;174;192;179
762;F;1;52;40;48;40;48;62
762;F;50;159;101;110;101;110;125
762;F;100;308;169;214;169;214;245
763;F;1;72;120;98;50;98;72
763;F;50;179;189;165;112;165;136
763;F;100;348;372;324;218;324;267
764;M;1;51;52;90;82;110;100
764;M;50;158;114;156;147;178;167
764;M;100;306;223;306;289;350;328
764;F;1;51;52;90;82;110;100
764;F;50;158;114;156;147;178;167
764;F;100;306;223;306;289;350;328
765;M;1;90;60;80;90;110;60
765;M;50;197;123;145;156;178;123
765;M;100;384;240;284;306;350;240
765;F;1;90;60;80;90;110;60
765;F;50;197;123;145;156;178;123
765;F;100;384;240;284;306;350;240
766;M;1;100;120;90;40;60;80
766;M;50;207;189;156;101;123;145
766;M;100;404;372;306;196;240;284
766;F;1;100;120;90;40;60;80
766;F;50;207;189;156;101;123;145
766;F;100;404;372;306;196;240;284
767;M;1;25;35;40;20;30;80
767;M;50;132;95;101;79;90;145
767;M;100;254;185;196;152;174;284
767;F;1;25;35;40;20;30;80
767;F;50;132;95;101;79;90;145
767;F;100;254;185;196;152;174;284
768;M;1;75;125;140;60;90;40
768;M;50;182;194;211;123;156;101
768;M;100;354;383;416;240;306;196
768;F;1;75;125;140;60;90;40
768;F;50;182;194;211;123;156;101
768;F;100;354;383;416;240;306;196
769;M;1;55;55;80;70;45;15
769;M;50;162;117;145;134;106;73
769;M;100;314;229;284;262;207;141
769;F;1;55;55;80;70;45;15
769;F;50;162;117;145;134;106;73
769;F;100;314;229;284;262;207;141
770;M;1;85;75;110;100;75;35
770;M;50;192;139;178;167;139;95
770;M;100;374;273;350;328;273;185
770;F;1;85;75;110;100;75;35
770;F;50;192;139;178;167;139;95
770;F;100;374;273;350;328;273;185
771;M;1;55;60;130;30;130;5
771;M;50;162;123;200;90;200;62
771;M;100;314;240;394;174;394;119
771;F;1;55;60;130;30;130;5
771;F;50;162;123;200;90;200;62
771;F;100;314;240;394;174;394;119
772;I;1;95;95;95;95;95;59
772;I;50;202;161;161;161;161;122
772;I;100;394;317;317;317;317;238
773;I;1;95;95;95;95;95;95
773;I;50;202;161;161;161;161;161
773;I;100;394;317;317;317;317;317
774;I;1;60;60;100;60;100;60
774;I;50;167;123;167;123;167;123
774;I;100;324;240;328;240;328;240
775;M;1;65;115;65;75;95;65
775;M;50;172;183;128;139;161;128
775;M;100;334;361;251;273;317;251
775;F;1;65;115;65;75;95;65
775;F;50;172;183;128;139;161;128
775;F;100;334;361;251;273;317;251
776;M;1;60;78;135;91;85;36
776;M;50;167;143;205;157;150;96
776;M;100;324;280;405;309;295;188
776;F;1;60;78;135;91;85;36
776;F;50;167;143;205;157;150;96
776;F;100;324;280;405;309;295;188
777;M;1;65;98;63;40;73;96
777;M;50;172;165;126;101;137;162
777;M;100;334;324;247;196;269;320
777;F;1;65;98;63;40;73;96
777;F;50;172;165;126;101;137;162
777;F;100;334;324;247;196;269;320
778;M;1;55;90;80;50;105;96
778;M;50;162;156;145;112;172;162
778;M;100;314;306;284;218;339;320
778;F;1;55;90;80;50;105;96
778;F;50;162;156;145;112;172;162
778;F;100;314;306;284;218;339;320
779;M;1;68;105;70;70;70;92
779;M;50;175;172;134;134;134;158
779;M;100;340;339;262;262;262;311
779;F;1;68;105;70;70;70;92
779;F;50;175;172;134;134;134;158
779;F;100;340;339;262;262;262;311
780;M;1;78;60;85;135;91;36
780;M;50;185;123;150;205;157;96
780;M;100;360;240;295;405;309;188
780;F;1;78;60;85;135;91;36
780;F;50;185;123;150;205;157;96
780;F;100;360;240;295;405;309;188
781;I;1;70;131;100;86;90;40
781;I;50;177;201;167;151;156;101
781;I;100;344;397;328;298;306;196
782;M;1;45;55;65;45;45;45
782;M;50;152;117;128;106;106;106
782;M;100;294;229;251;207;207;207
782;F;1;45;55;65;45;45;45
782;F;50;152;117;128;106;106;106
782;F;100;294;229;251;207;207;207
783;M;1;55;75;90;65;70;65
783;M;50;162;139;156;128;134;128
783;M;100;314;273;306;251;262;251
783;F;1;55;75;90;65;70;65
783;F;50;162;139;156;128;134;128
783;F;100;314;273;306;251;262;251
784;M;1;75;110;125;100;105;85
784;M;50;182;178;194;167;172;150
784;M;100;354;350;383;328;339;295
784;F;1;75;110;125;100;105;85
784;F;50;182;178;194;167;172;150
784;F;100;354;350;383;328;339;295
785;I;1;70;115;85;95;75;130
785;I;50;177;183;150;161;139;200
785;I;100;344;361;295;317;273;394
786;I;1;70;85;75;130;115;95
786;I;50;177;150;139;200;183;161
786;I;100;344;295;273;394;361;317
787;I;1;70;130;115;85;95;75
787;I;50;177;200;183;150;161;139
787;I;100;344;394;361;295;317;273
788;I;1;70;75;115;95;130;85
788;I;50;177;139;183;161;200;150
788;I;100;344;273;361;317;394;295
789;I;1;43;29;31;29;31;37
789;I;50;150;89;91;89;91;97
789;I;100;290;172;177;172;177;190
790;I;1;43;29;131;29;131;37
790;I;50;150;89;201;89;201;97
790;I;100;290;172;397;172;397;190
791;I;1;137;137;107;113;89;97
791;I;50;244;207;174;181;155;163
791;I;100;478;410;344;357;304;322
792;I;1;137;113;89;137;107;97
792;I;50;244;181;155;207;174;163
792;I;100;478;357;304;410;344;322
793;I;1;109;53;47;127;131;103
793;I;50;216;115;108;196;201;170
793;I;100;422;225;212;388;397;335
794;I;1;107;139;139;53;53;79
794;I;50;214;210;210;115;115;144
794;I;100;418;414;414;225;225;282
795;I;1;71;137;37;137;37;151
795;I;50;178;207;97;207;97;223
795;I;100;346;410;190;410;190;441
796;I;1;83;89;71;173;71;83
796;I;50;190;155;135;247;135;148
796;I;100;370;304;265;489;265;291
797;I;1;97;101;103;107;101;61
797;I;50;204;168;170;174;168;124
797;I;100;398;331;335;334;331;243
798;I;1;59;181;131;59;31;109
798;I;50;166;256;201;122;91;177
798;I;100;322;507;397;238;177;348
799;I;1;223;101;53;97;53;43
799;I;50;330;168;115;163;115;104
799;I;100;650;331;225;322;225;203
800;I;1;97;167;127;167;127;129
800;I;50;204;240;196;240;196;199
800;I;100;398;476;388;476;388;392
801;I;1;80;95;115;130;115;65
801;I;50;187;161;183;200;183;128
801;I;100;364;317;361;394;361;251
802;I;1;90;125;80;90;90;125
802;I;50;197;194;145;156;156;194
802;I;100;384;383;284;306;306;383
803;I;1;67;73;67;73;67;73
803;I;50;174;137;130;137;130;137
803;I;100;338;269;256;269;256;269
803;I;1;73;73;73;127;73;121
804;I;50;180;137;137;196;137;190
804;I;100;350;269;269;388;269;375
805;I;1;61;131;211;53;101;13
805;I;50;168;201;289;115;168;71
805;I;100;326;397;573;225;331;137
806;I;1;53;127;53;151;79;107
806;I;50;160;196;115;223;144;174
806;I;100;310;388;225;441;282;344
807;I;1;88;112;75;102;80;143
807;I;50;195;180;139;169;145;214
807;I;100;380;355;273;333;284;423
808;I;1;46;65;65;55;35;34
808;I;50;153;128;128;117;95;94
808;I;100;296;251;251;229;185;183
809;I;1;135;143;143;80;65;34
809;I;50;242;214;214;145;128;94
809;I;100;474;423;423;284;251;183
810;M;1;50;65;50;40;40;65
810;M;50;157;128;112;101;101;128
810;M;100;304;251;218;196;196;251
810;F;1;50;65;50;40;40;65
810;F;50;157;128;112;101;101;128
810;F;100;304;251;218;196;196;251
811;M;1;70;85;70;55;60;80
811;M;50;177;150;134;117;123;145
811;M;100;344;295;262;229;240;284
811;F;1;70;85;70;55;60;80
811;F;50;177;150;134;117;123;145
811;F;100;344;295;262;229;240;284
812;M;1;100;125;90;60;70;85
812;M;50;207;194;156;123;134;150
812;M;100;404;383;306;240;262;295
812;F;1;100;125;90;60;70;85
812;F;50;207;194;156;123;134;150
812;F;100;404;383;306;240;262;295
813;M;1;50;71;40;40;40;69
813;M;50;157;135;101;101;101;133
813;M;100;304;265;196;196;196;260
813;F;1;50;71;40;40;40;69
813;F;50;157;135;101;101;101;133
813;F;100;304;265;196;196;196;260
814;M;1;65;86;60;55;60;94
814;M;50;172;151;123;117;123;160
814;M;100;334;298;240;229;240;315
814;F;1;65;86;60;55;60;94
814;F;50;172;151;123;117;123;160
814;F;100;334;298;240;229;240;315
815;M;1;80;116;75;65;75;119
815;M;50;187;184;139;128;139;188
815;M;100;364;364;273;251;273;370
815;F;1;80;116;75;65;75;119
815;F;50;187;184;139;128;139;188
815;F;100;364;364;273;251;273;370
816;M;1;50;40;40;70;40;70
816;M;50;157;101;101;134;101;134
816;M;100;304;196;196;262;196;262
816;F;1;50;40;40;70;40;70
816;F;50;157;101;101;134;101;134
816;F;100;304;196;196;262;196;262
817;M;1;65;60;55;95;55;90
817;M;50;172;123;117;161;117;156
817;M;100;334;240;229;317;229;306
817;F;1;65;60;55;95;55;90
817;F;50;172;123;117;161;117;156
817;F;100;334;240;229;317;229;306
818;M;1;70;85;65;125;65;120
818;M;50;177;150;128;194;128;189
818;M;100;344;295;251;383;251;372
818;F;1;70;85;65;125;65;120
818;F;50;177;150;128;194;128;189
818;F;100;344;295;251;383;251;372
819;M;1;70;55;55;35;35;25
819;M;50;177;117;117;95;95;84
819;M;100;344;229;229;185;185;163
819;F;1;70;55;55;35;35;25
819;F;50;177;117;117;95;95;84
819;F;100;344;229;229;185;185;163
820;M;1;120;95;95;55;75;20
820;M;50;227;161;161;117;139;79
820;M;100;444;317;317;229;273;152
820;F;1;120;95;95;55;75;20
820;F;50;227;161;161;117;139;79
820;F;100;444;317;317;229;273;152
821;M;1;38;47;35;33;35;57
821;M;50;145;108;95;93;95;119
821;M;100;280;212;185;181;185;234
821;F;1;38;47;35;33;35;57
821;F;50;145;108;95;93;95;119
821;F;100;280;212;185;181;185;234
822;M;1;68;67;55;43;55;77
822;M;50;175;130;117;104;117;141
822;M;100;340;256;229;203;229;278
822;F;1;68;67;55;43;55;77
822;F;50;175;130;117;104;117;141
822;F;100;340;256;229;203;229;278
823;M;1;98;87;105;53;85;67
823;M;50;205;152;172;115;150;130
823;M;100;400;300;339;225;295;256
823;F;1;98;87;105;53;85;67
823;F;50;205;152;172;115;150;130
823;F;100;400;300;339;225;295;256
824;M;1;25;20;20;25;45;45
824;M;50;132;79;79;84;106;106
824;M;100;254;152;152;163;207;207
824;F;1;25;20;20;25;45;45
824;F;50;132;79;79;84;106;106
824;F;100;254;152;152;163;207;207
825;M;1;50;35;80;50;90;30
825;M;50;157;95;145;112;156;90
825;M;100;304;185;284;218;306;174
825;F;1;50;35;80;50;90;30
825;F;50;157;95;145;112;156;90
825;F;100;304;185;284;218;306;174
826;M;1;60;45;110;80;120;90
826;M;50;167;106;178;145;189;156
826;M;100;324;207;350;284;372;306
826;F;1;60;45;110;80;120;90
826;F;50;167;106;178;145;189;156
826;F;100;324;207;350;284;372;306
827;M;1;40;28;28;47;52;50
827;M;50;147;88;88;108;114;112
827;M;100;284;170;170;212;223;218
827;F;1;40;28;28;47;52;50
827;F;50;147;88;88;108;114;112
827;F;100;284;170;170;212;223;218
828;M;1;70;58;58;87;92;90
828;M;50;177;121;121;152;158;156
828;M;100;344;236;236;300;311;306
828;F;1;70;58;58;87;92;90
828;F;50;177;121;121;152;158;156
828;F;100;344;236;236;300;311;306
829;M;1;40;40;60;40;60;10
829;M;50;147;101;123;101;123;68
829;M;100;284;196;240;196;240;130
829;F;1;40;40;60;40;60;10
829;F;50;147;101;123;101;123;68
829;F;100;284;196;240;196;240;130
830;M;1;60;50;90;80;120;60
830;M;50;167;112;156;145;189;123
830;M;100;324;218;306;284;372;240
830;F;1;60;50;90;80;120;60
830;F;50;167;112;156;145;189;123
830;F;100;324;218;306;284;372;240
831;M;1;42;40;55;40;45;48
831;M;50;149;101;117;101;106;110
831;M;100;288;196;229;196;207;214
831;F;1;42;40;55;40;45;48
831;F;50;149;101;117;101;106;110
831;F;100;288;196;229;196;207;214
832;M;1;72;80;100;60;90;88
832;M;50;179;145;167;123;156;154
832;M;100;348;284;328;240;306;302
832;F;1;72;80;100;60;90;88
832;F;50;179;145;167;123;156;154
832;F;100;348;284;328;240;306;302
833;M;1;50;64;50;38;38;44
833;M;50;157;127;112;99;99;105
833;M;100;304;249;218;192;192;205
833;F;1;50;64;50;38;38;44
833;F;50;157;127;112;99;99;105
833;F;100;304;249;218;192;192;205
834;M;1;90;115;90;48;68;74
834;M;50;197;183;156;110;132;138
834;M;100;384;361;306;214;258;271
834;F;1;90;115;90;48;68;74
834;F;50;197;183;156;110;132;138
834;F;100;384;361;306;214;258;271
835;M;1;59;45;50;40;50;26
835;M;50;166;106;112;101;112;85
835;M;100;322;207;218;196;218;166
835;F;1;59;45;50;40;50;26
835;F;50;166;106;112;101;112;85
835;F;100;322;207;218;196;218;166
836;M;1;69;90;60;90;60;121
836;M;50;176;156;123;156;123;190
836;M;100;342;306;240;306;240;375
836;F;1;69;90;60;90;60;121
836;F;50;176;156;123;156;123;190
836;F;100;342;306;240;306;240;375
837;M;1;30;40;50;40;50;30
837;M;50;137;101;112;101;112;90
837;M;100;264;196;218;196;218;174
837;F;1;30;40;50;40;50;30
837;F;50;137;101;112;101;112;90
837;F;100;264;196;218;196;218;174
838;M;1;80;60;90;60;70;50
838;M;50;187;123;156;123;134;112
838;M;100;364;240;306;240;262;218
838;F;1;80;60;90;60;70;50
838;F;50;187;123;156;123;134;112
838;F;100;364;240;306;240;262;218
839;M;1;110;80;120;80;90;30
839;M;50;217;145;189;145;156;90
839;M;100;424;284;372;284;306;174
839;F;1;110;80;120;80;90;30
839;F;50;217;145;189;145;156;90
839;F;100;424;284;372;284;306;174
840;M;1;40;40;80;40;40;20
840;M;50;147;101;145;101;101;79
840;M;100;284;196;284;196;196;152
840;F;1;40;40;80;40;40;20
840;F;50;147;101;145;101;101;79
840;F;100;284;196;284;196;196;152
841;M;1;70;110;80;95;60;70
841;M;50;177;178;145;161;123;134
841;M;100;344;350;284;317;240;262
841;F;1;70;110;80;95;60;70
841;F;50;177;178;145;161;123;134
841;F;100;344;350;284;317;240;262
842;M;1;110;85;80;100;80;30
842;M;50;217;150;145;167;145;90
842;M;100;424;295;284;328;284;174
842;F;1;110;85;80;100;80;30
842;F;50;217;150;145;167;145;90
842;F;100;424;295;284;328;284;174
843;M;1;52;57;75;35;50;46
843;M;50;159;119;139;95;112;107
843;M;100;308;234;273;185;218;210
843;F;1;52;57;75;35;50;46
843;F;50;159;119;139;95;112;107
843;F;100;308;234;273;185;218;210
844;M;1;72;107;125;65;70;71
844;M;50;179;174;194;128;134;135
844;M;100;348;344;383;251;262;265
844;F;1;72;107;125;65;70;71
844;F;50;179;174;194;128;134;135
844;F;100;348;344;383;251;262;265
845;M;1;70;85;55;85;95;85
845;M;50;177;150;117;150;161;150
845;M;100;344;295;229;295;317;295
845;F;1;70;85;55;85;95;85
845;F;50;177;150;117;150;161;150
845;F;100;344;295;229;295;317;295
846;M;1;41;63;40;40;30;66
846;M;50;148;126;101;101;90;129
846;M;100;286;247;196;196;174;254
846;F;1;41;63;40;40;30;66
846;F;50;148;126;101;101;90;129
846;F;100;286;247;196;196;174;254
847;M;1;61;123;60;60;50;136
847;M;50;168;192;123;123;112;206
847;M;100;326;379;240;240;218;408
847;F;1;61;123;60;60;50;136
847;F;50;168;192;123;123;112;206
847;F;100;326;379;240;240;218;408
848;M;1;40;38;35;54;35;40
848;M;50;147;99;95;116;95;101
848;M;100;284;192;185;227;185;196
848;F;1;40;38;35;54;35;40
848;F;50;147;99;95;116;95;101
848;F;100;284;192;185;227;185;196
849;M;1;75;98;70;114;70;75
849;M;50;182;165;134;182;134;139
849;M;100;354;324;262;359;262;273
849;F;1;75;98;70;114;70;75
849;F;50;182;165;134;182;134;139
849;F;100;354;324;262;359;262;273
850;M;1;50;65;45;50;50;45
850;M;50;157;128;106;112;112;106
850;M;100;304;251;207;218;218;207
850;F;1;50;65;45;50;50;45
850;F;50;157;128;106;112;112;106
850;F;100;304;251;207;218;218;207
851;M;1;100;115;65;90;90;65
851;M;50;207;183;128;156;156;128
851;M;100;404;361;251;306;306;251
851;F;1;100;115;65;90;90;65
851;F;50;207;183;128;156;156;128
851;F;100;404;361;251;306;306;251
852;M;1;50;68;60;50;50;32
852;M;50;157;132;123;112;112;92
